Date_of_Stay	Bucket	Season
2018-01-08	KLZ	High
2018-01-08	QRSTY	Mid
2018-01-09	ABEF	High
2018-01-09	CDGH	High
2018-01-09	IJ	Mid
2018-01-09	KLZ	High
2018-01-09	QRSTY	Mid
2018-01-10	ABEF	High
2018-01-10	CDGH	High
2018-01-10	IJ	Mid
2018-01-10	KLZ	High
2018-01-10	QRSTY	Mid
2018-01-11	ABEF	High
2018-01-11	CDGH	High
2018-01-11	IJ	Mid
2018-01-11	KLZ	High
2018-01-11	QRSTY	Mid
2018-01-12	ABEF	High
2018-01-12	CDGH	High
2018-01-12	IJ	Mid
2018-01-12	KLZ	High
2018-01-12	QRSTY	Mid
2018-01-13	ABEF	High
2018-01-13	CDGH	High
2018-01-13	IJ	Mid
2018-01-13	KLZ	High
2018-01-13	QRSTY	Mid
2018-01-14	ABEF	High
2018-01-14	CDGH	High
2018-01-14	IJ	Mid
2018-01-14	KLZ	High
2018-01-14	QRSTY	Mid
2018-01-15	ABEF	High
2018-01-15	CDGH	High
2018-01-15	IJ	Mid
2018-01-15	KLZ	High
2018-01-15	QRSTY	Mid
2018-01-16	ABEF	High
2018-01-16	CDGH	High
2018-01-16	IJ	Mid
2018-01-16	KLZ	High
2018-01-16	QRSTY	Mid
2018-01-17	ABEF	High
2018-01-17	CDGH	High
2018-01-17	IJ	Mid
2018-01-17	KLZ	High
2018-01-17	QRSTY	Mid
2018-01-18	ABEF	High
2018-01-18	CDGH	High
2018-01-18	IJ	Mid
2018-01-18	KLZ	High
2018-01-18	QRSTY	Mid
2018-01-19	ABEF	High
2018-01-19	CDGH	High
2018-01-19	IJ	Mid
2018-01-19	KLZ	High
2018-01-19	QRSTY	Mid
2018-01-20	ABEF	High
2018-01-20	CDGH	High
2018-01-20	IJ	Mid
2018-01-20	KLZ	High
2018-01-20	QRSTY	Mid
2018-01-21	ABEF	High
2018-01-21	CDGH	High
2018-01-21	IJ	Mid
2018-01-21	KLZ	High
2018-01-21	QRSTY	Mid
2018-01-22	ABEF	High
2018-01-22	CDGH	High
2018-01-22	IJ	Mid
2018-01-22	KLZ	High
2018-01-22	QRSTY	Mid
2018-01-23	ABEF	High
2018-01-23	CDGH	High
2018-01-23	IJ	Mid
2018-01-23	KLZ	High
2018-01-23	QRSTY	Mid
2018-01-24	ABEF	High
2018-01-24	CDGH	High
2018-01-24	IJ	Mid
2018-01-24	KLZ	High
2018-01-24	QRSTY	Mid
2018-01-25	ABEF	High
2018-01-25	CDGH	High
2018-01-25	IJ	Mid
2018-01-25	KLZ	High
2018-01-25	QRSTY	Mid
2018-01-26	ABEF	High
2018-01-26	CDGH	High
2018-01-26	IJ	Mid
2018-01-26	KLZ	High
2018-01-26	QRSTY	Mid
2018-01-27	ABEF	High
2018-01-27	CDGH	High
2018-01-27	IJ	Mid
2018-01-27	KLZ	High
2018-01-27	QRSTY	Mid
2018-01-28	ABEF	High
2018-01-28	CDGH	High
2018-01-28	IJ	Mid
2018-01-28	KLZ	High
2018-01-28	QRSTY	Mid
2018-01-29	ABEF	High
2018-01-29	CDGH	High
2018-01-29	IJ	Mid
2018-01-29	KLZ	High
2018-01-29	QRSTY	Mid
2018-01-30	ABEF	High
2018-01-30	CDGH	High
2018-01-30	IJ	Mid
2018-01-30	KLZ	High
2018-01-30	QRSTY	Mid
2018-01-31	ABEF	High
2018-01-31	CDGH	High
2018-01-31	IJ	Mid
2018-01-31	KLZ	High
2018-01-31	QRSTY	Mid
2018-02-01	ABEF	High
2018-02-01	CDGH	High
2018-02-01	IJ	High
2018-02-01	KLZ	Mid
2018-02-01	QRSTY	High
2018-02-02	ABEF	High
2018-02-02	CDGH	High
2018-02-02	IJ	High
2018-02-02	KLZ	Mid
2018-02-02	QRSTY	High
2018-02-03	ABEF	High
2018-02-03	CDGH	High
2018-02-03	IJ	High
2018-02-03	KLZ	Mid
2018-02-03	QRSTY	High
2018-02-04	ABEF	High
2018-02-04	CDGH	High
2018-02-04	IJ	High
2018-02-04	KLZ	Mid
2018-02-04	QRSTY	High
2018-02-05	ABEF	High
2018-02-05	CDGH	High
2018-02-05	IJ	High
2018-02-05	KLZ	Mid
2018-02-05	QRSTY	High
2018-02-06	ABEF	High
2018-02-06	CDGH	High
2018-02-06	IJ	High
2018-02-06	KLZ	Mid
2018-02-06	QRSTY	High
2018-02-07	ABEF	High
2018-02-07	CDGH	High
2018-02-07	IJ	High
2018-02-07	KLZ	Mid
2018-02-07	QRSTY	High
2018-02-08	ABEF	High
2018-02-08	CDGH	High
2018-02-08	IJ	High
2018-02-08	KLZ	Mid
2018-02-08	QRSTY	High
2018-02-09	ABEF	High
2018-02-09	CDGH	High
2018-02-09	IJ	High
2018-02-09	KLZ	Mid
2018-02-09	QRSTY	High
2018-02-10	ABEF	High
2018-02-10	CDGH	High
2018-02-10	IJ	High
2018-02-10	KLZ	Mid
2018-02-10	QRSTY	High
2018-02-11	ABEF	High
2018-02-11	CDGH	High
2018-02-11	IJ	High
2018-02-11	KLZ	Mid
2018-02-11	QRSTY	High
2018-02-12	ABEF	High
2018-02-12	CDGH	High
2018-02-12	IJ	High
2018-02-12	KLZ	Mid
2018-02-12	QRSTY	High
2018-02-13	ABEF	High
2018-02-13	CDGH	High
2018-02-13	IJ	High
2018-02-13	KLZ	Mid
2018-02-13	QRSTY	High
2018-02-14	ABEF	High
2018-02-14	CDGH	High
2018-02-14	IJ	High
2018-02-14	KLZ	Mid
2018-02-14	QRSTY	High
2018-02-15	ABEF	High
2018-02-15	CDGH	High
2018-02-15	IJ	High
2018-02-15	KLZ	Mid
2018-02-15	QRSTY	High
2018-02-16	ABEF	High
2018-02-16	CDGH	High
2018-02-16	IJ	High
2018-02-16	KLZ	Mid
2018-02-16	QRSTY	High
2018-02-17	ABEF	High
2018-02-17	CDGH	High
2018-02-17	IJ	High
2018-02-17	KLZ	Mid
2018-02-17	QRSTY	High
2018-02-18	ABEF	High
2018-02-18	CDGH	High
2018-02-18	IJ	High
2018-02-18	KLZ	Mid
2018-02-18	QRSTY	High
2018-02-19	ABEF	High
2018-02-19	CDGH	High
2018-02-19	IJ	High
2018-02-19	KLZ	Mid
2018-02-19	QRSTY	High
2018-02-20	ABEF	High
2018-02-20	CDGH	High
2018-02-20	IJ	High
2018-02-20	KLZ	Mid
2018-02-20	QRSTY	High
2018-02-21	ABEF	High
2018-02-21	CDGH	High
2018-02-21	IJ	High
2018-02-21	KLZ	Mid
2018-02-21	QRSTY	High
2018-02-22	ABEF	High
2018-02-22	CDGH	High
2018-02-22	IJ	High
2018-02-22	KLZ	Mid
2018-02-22	QRSTY	High
2018-02-23	ABEF	High
2018-02-23	CDGH	High
2018-02-23	IJ	High
2018-02-23	KLZ	Mid
2018-02-23	QRSTY	High
2018-02-24	ABEF	High
2018-02-24	CDGH	High
2018-02-24	IJ	High
2018-02-24	KLZ	Mid
2018-02-24	QRSTY	High
2018-02-25	ABEF	High
2018-02-25	CDGH	High
2018-02-25	IJ	High
2018-02-25	KLZ	Mid
2018-02-25	QRSTY	High
2018-02-26	ABEF	High
2018-02-26	CDGH	High
2018-02-26	IJ	High
2018-02-26	KLZ	Mid
2018-02-26	QRSTY	High
2018-02-27	ABEF	High
2018-02-27	CDGH	High
2018-02-27	IJ	High
2018-02-27	KLZ	Mid
2018-02-27	QRSTY	High
2018-02-28	ABEF	High
2018-02-28	CDGH	High
2018-02-28	IJ	High
2018-02-28	KLZ	Mid
2018-02-28	QRSTY	High
2018-03-01	ABEF	High
2018-03-01	CDGH	High
2018-03-01	IJ	High
2018-03-01	KLZ	High
2018-03-01	QRSTY	High
2018-03-02	ABEF	High
2018-03-02	CDGH	High
2018-03-02	IJ	High
2018-03-02	KLZ	High
2018-03-02	QRSTY	High
2018-03-03	ABEF	High
2018-03-03	CDGH	High
2018-03-03	IJ	High
2018-03-03	KLZ	High
2018-03-03	QRSTY	High
2018-03-04	ABEF	High
2018-03-04	CDGH	High
2018-03-04	IJ	High
2018-03-04	KLZ	High
2018-03-04	QRSTY	High
2018-03-05	ABEF	High
2018-03-05	CDGH	High
2018-03-05	IJ	High
2018-03-05	KLZ	High
2018-03-05	QRSTY	High
2018-03-06	ABEF	High
2018-03-06	CDGH	High
2018-03-06	IJ	High
2018-03-06	KLZ	High
2018-03-06	QRSTY	High
2018-03-07	ABEF	High
2018-03-07	CDGH	High
2018-03-07	IJ	High
2018-03-07	KLZ	High
2018-03-07	QRSTY	High
2018-03-08	ABEF	High
2018-03-08	CDGH	High
2018-03-08	IJ	High
2018-03-08	KLZ	High
2018-03-08	QRSTY	High
2018-03-09	ABEF	High
2018-03-09	CDGH	High
2018-03-09	IJ	High
2018-03-09	KLZ	High
2018-03-09	QRSTY	High
2018-03-10	ABEF	High
2018-03-10	CDGH	High
2018-03-10	IJ	High
2018-03-10	KLZ	High
2018-03-10	QRSTY	High
2018-03-11	ABEF	High
2018-03-11	CDGH	High
2018-03-11	IJ	High
2018-03-11	KLZ	High
2018-03-11	QRSTY	High
2018-03-12	ABEF	High
2018-03-12	CDGH	High
2018-03-12	IJ	High
2018-03-12	KLZ	High
2018-03-12	QRSTY	High
2018-03-13	ABEF	High
2018-03-13	CDGH	High
2018-03-13	IJ	High
2018-03-13	KLZ	High
2018-03-13	QRSTY	High
2018-03-14	ABEF	High
2018-03-14	CDGH	High
2018-03-14	IJ	High
2018-03-14	KLZ	High
2018-03-14	QRSTY	High
2018-03-15	ABEF	High
2018-03-15	CDGH	High
2018-03-15	IJ	High
2018-03-15	KLZ	High
2018-03-15	QRSTY	High
2018-03-16	ABEF	High
2018-03-16	CDGH	High
2018-03-16	IJ	High
2018-03-16	KLZ	High
2018-03-16	QRSTY	High
2018-03-17	ABEF	High
2018-03-17	CDGH	High
2018-03-17	IJ	High
2018-03-17	KLZ	High
2018-03-17	QRSTY	High
2018-03-18	ABEF	High
2018-03-18	CDGH	High
2018-03-18	IJ	High
2018-03-18	KLZ	High
2018-03-18	QRSTY	High
2018-03-19	ABEF	High
2018-03-19	CDGH	High
2018-03-19	IJ	High
2018-03-19	KLZ	High
2018-03-19	QRSTY	High
2018-03-20	ABEF	High
2018-03-20	CDGH	High
2018-03-20	IJ	High
2018-03-20	KLZ	High
2018-03-20	QRSTY	High
2018-03-21	ABEF	High
2018-03-21	CDGH	High
2018-03-21	IJ	High
2018-03-21	KLZ	High
2018-03-21	QRSTY	High
2018-03-22	ABEF	High
2018-03-22	CDGH	High
2018-03-22	IJ	High
2018-03-22	KLZ	High
2018-03-22	QRSTY	High
2018-03-23	ABEF	High
2018-03-23	CDGH	High
2018-03-23	IJ	High
2018-03-23	KLZ	High
2018-03-23	QRSTY	High
2018-03-24	ABEF	High
2018-03-24	CDGH	High
2018-03-24	IJ	High
2018-03-24	KLZ	High
2018-03-24	QRSTY	High
2018-03-25	ABEF	High
2018-03-25	CDGH	High
2018-03-25	IJ	High
2018-03-25	KLZ	High
2018-03-25	QRSTY	High
2018-03-26	ABEF	High
2018-03-26	CDGH	High
2018-03-26	IJ	High
2018-03-26	KLZ	High
2018-03-26	QRSTY	High
2018-03-27	ABEF	High
2018-03-27	CDGH	High
2018-03-27	IJ	High
2018-03-27	KLZ	High
2018-03-27	QRSTY	High
2018-03-28	ABEF	High
2018-03-28	CDGH	High
2018-03-28	IJ	High
2018-03-28	KLZ	High
2018-03-28	QRSTY	High
2018-03-29	ABEF	High
2018-03-29	CDGH	High
2018-03-29	IJ	High
2018-03-29	KLZ	High
2018-03-29	QRSTY	High
2018-03-30	ABEF	High
2018-03-30	CDGH	High
2018-03-30	IJ	High
2018-03-30	KLZ	High
2018-03-30	QRSTY	High
2018-03-31	ABEF	High
2018-03-31	CDGH	High
2018-03-31	IJ	High
2018-03-31	KLZ	High
2018-03-31	QRSTY	High
2018-04-01	ABEF	High
2018-04-01	CDGH	High
2018-04-01	IJ	High
2018-04-01	KLZ	High
2018-04-01	QRSTY	Mid
2018-04-02	ABEF	High
2018-04-02	CDGH	High
2018-04-02	IJ	High
2018-04-02	KLZ	High
2018-04-02	QRSTY	Mid
2018-04-03	ABEF	High
2018-04-03	CDGH	High
2018-04-03	IJ	High
2018-04-03	KLZ	High
2018-04-03	QRSTY	Mid
2018-04-04	ABEF	High
2018-04-04	CDGH	High
2018-04-04	IJ	High
2018-04-04	KLZ	High
2018-04-04	QRSTY	Mid
2018-04-05	ABEF	High
2018-04-05	CDGH	High
2018-04-05	IJ	High
2018-04-05	KLZ	High
2018-04-05	QRSTY	Mid
2018-04-06	ABEF	High
2018-04-06	CDGH	High
2018-04-06	IJ	High
2018-04-06	KLZ	High
2018-04-06	QRSTY	Mid
2018-04-07	ABEF	High
2018-04-07	CDGH	High
2018-04-07	IJ	High
2018-04-07	KLZ	High
2018-04-07	QRSTY	Mid
2018-04-08	ABEF	High
2018-04-08	CDGH	High
2018-04-08	IJ	High
2018-04-08	KLZ	High
2018-04-08	QRSTY	Mid
2018-04-09	ABEF	High
2018-04-09	CDGH	High
2018-04-09	IJ	High
2018-04-09	KLZ	High
2018-04-09	QRSTY	Mid
2018-04-10	ABEF	High
2018-04-10	CDGH	High
2018-04-10	IJ	High
2018-04-10	KLZ	High
2018-04-10	QRSTY	Mid
2018-04-11	ABEF	High
2018-04-11	CDGH	High
2018-04-11	IJ	High
2018-04-11	KLZ	High
2018-04-11	QRSTY	Mid
2018-04-12	ABEF	High
2018-04-12	CDGH	High
2018-04-12	IJ	High
2018-04-12	KLZ	High
2018-04-12	QRSTY	Mid
2018-04-13	ABEF	High
2018-04-13	CDGH	High
2018-04-13	IJ	High
2018-04-13	KLZ	High
2018-04-13	QRSTY	Mid
2018-04-14	ABEF	High
2018-04-14	CDGH	High
2018-04-14	IJ	High
2018-04-14	KLZ	High
2018-04-14	QRSTY	Mid
2018-04-15	ABEF	High
2018-04-15	CDGH	High
2018-04-15	IJ	High
2018-04-15	KLZ	High
2018-04-15	QRSTY	Mid
2018-04-16	ABEF	High
2018-04-16	CDGH	High
2018-04-16	IJ	High
2018-04-16	KLZ	High
2018-04-16	QRSTY	Mid
2018-04-17	ABEF	High
2018-04-17	CDGH	High
2018-04-17	IJ	High
2018-04-17	KLZ	High
2018-04-17	QRSTY	Mid
2018-04-18	ABEF	High
2018-04-18	CDGH	High
2018-04-18	IJ	High
2018-04-18	KLZ	High
2018-04-18	QRSTY	Mid
2018-04-19	ABEF	High
2018-04-19	CDGH	High
2018-04-19	IJ	High
2018-04-19	KLZ	High
2018-04-19	QRSTY	Mid
2018-04-20	ABEF	High
2018-04-20	CDGH	High
2018-04-20	IJ	High
2018-04-20	KLZ	High
2018-04-20	QRSTY	Mid
2018-04-21	ABEF	High
2018-04-21	CDGH	High
2018-04-21	IJ	High
2018-04-21	KLZ	High
2018-04-21	QRSTY	Mid
2018-04-22	ABEF	High
2018-04-22	CDGH	High
2018-04-22	IJ	High
2018-04-22	KLZ	High
2018-04-22	QRSTY	Mid
2018-04-23	ABEF	High
2018-04-23	CDGH	High
2018-04-23	IJ	High
2018-04-23	KLZ	High
2018-04-23	QRSTY	Mid
2018-04-24	ABEF	High
2018-04-24	CDGH	High
2018-04-24	IJ	High
2018-04-24	KLZ	High
2018-04-24	QRSTY	Mid
2018-04-25	ABEF	High
2018-04-25	CDGH	High
2018-04-25	IJ	High
2018-04-25	KLZ	High
2018-04-25	QRSTY	Mid
2018-04-26	ABEF	High
2018-04-26	CDGH	High
2018-04-26	IJ	High
2018-04-26	KLZ	High
2018-04-26	QRSTY	Mid
2018-04-27	ABEF	High
2018-04-27	CDGH	High
2018-04-27	IJ	High
2018-04-27	KLZ	High
2018-04-27	QRSTY	Mid
2018-04-28	ABEF	High
2018-04-28	CDGH	High
2018-04-28	IJ	High
2018-04-28	KLZ	High
2018-04-28	QRSTY	Mid
2018-04-29	ABEF	High
2018-04-29	CDGH	High
2018-04-29	IJ	High
2018-04-29	KLZ	High
2018-04-29	QRSTY	Mid
2018-04-30	ABEF	High
2018-04-30	CDGH	High
2018-04-30	IJ	High
2018-04-30	KLZ	High
2018-04-30	QRSTY	Mid
2018-05-01	ABEF	Low
2018-05-01	CDGH	Low
2018-05-01	IJ	High
2018-05-01	KLZ	Low
2018-05-01	QRSTY	Low
2018-05-02	ABEF	Low
2018-05-02	CDGH	Low
2018-05-02	IJ	High
2018-05-02	KLZ	Low
2018-05-02	QRSTY	Low
2018-05-03	ABEF	Low
2018-05-03	CDGH	Low
2018-05-03	IJ	High
2018-05-03	KLZ	Low
2018-05-03	QRSTY	Low
2018-05-04	ABEF	Low
2018-05-04	CDGH	Low
2018-05-04	IJ	High
2018-05-04	KLZ	Low
2018-05-04	QRSTY	Low
2018-05-05	ABEF	Low
2018-05-05	CDGH	Low
2018-05-05	IJ	High
2018-05-05	KLZ	Low
2018-05-05	QRSTY	Low
2018-05-06	ABEF	Low
2018-05-06	CDGH	Low
2018-05-06	IJ	High
2018-05-06	KLZ	Low
2018-05-06	QRSTY	Low
2018-05-07	ABEF	Low
2018-05-07	CDGH	Low
2018-05-07	IJ	High
2018-05-07	KLZ	Low
2018-05-07	QRSTY	Low
2018-05-08	ABEF	Low
2018-05-08	CDGH	Low
2018-05-08	IJ	High
2018-05-08	KLZ	Low
2018-05-08	QRSTY	Low
2018-05-09	ABEF	Low
2018-05-09	CDGH	Low
2018-05-09	IJ	High
2018-05-09	KLZ	Low
2018-05-09	QRSTY	Low
2018-05-10	ABEF	Low
2018-05-10	CDGH	Low
2018-05-10	IJ	High
2018-05-10	KLZ	Low
2018-05-10	QRSTY	Low
2018-05-11	ABEF	Low
2018-05-11	CDGH	Low
2018-05-11	IJ	High
2018-05-11	KLZ	Low
2018-05-11	QRSTY	Low
2018-05-12	ABEF	Low
2018-05-12	CDGH	Low
2018-05-12	IJ	High
2018-05-12	KLZ	Low
2018-05-12	QRSTY	Low
2018-05-13	ABEF	Low
2018-05-13	CDGH	Low
2018-05-13	IJ	High
2018-05-13	KLZ	Low
2018-05-13	QRSTY	Low
2018-05-14	ABEF	Low
2018-05-14	CDGH	Low
2018-05-14	IJ	High
2018-05-14	KLZ	Low
2018-05-14	QRSTY	Low
2018-05-15	ABEF	Ramadan
2018-05-15	CDGH	Ramadan
2018-05-15	IJ	Ramadan
2018-05-15	KLZ	Ramadan
2018-05-15	QRSTY	Ramadan
2018-05-16	ABEF	Ramadan
2018-05-16	CDGH	Ramadan
2018-05-16	IJ	Ramadan
2018-05-16	KLZ	Ramadan
2018-05-16	QRSTY	Ramadan
2018-05-17	ABEF	Ramadan
2018-05-17	CDGH	Ramadan
2018-05-17	IJ	Ramadan
2018-05-17	KLZ	Ramadan
2018-05-17	QRSTY	Ramadan
2018-05-18	ABEF	Ramadan
2018-05-18	CDGH	Ramadan
2018-05-18	IJ	Ramadan
2018-05-18	KLZ	Ramadan
2018-05-18	QRSTY	Ramadan
2018-05-19	ABEF	Ramadan
2018-05-19	CDGH	Ramadan
2018-05-19	IJ	Ramadan
2018-05-19	KLZ	Ramadan
2018-05-19	QRSTY	Ramadan
2018-05-20	ABEF	Ramadan
2018-05-20	CDGH	Ramadan
2018-05-20	IJ	Ramadan
2018-05-20	KLZ	Ramadan
2018-05-20	QRSTY	Ramadan
2018-05-21	ABEF	Ramadan
2018-05-21	CDGH	Ramadan
2018-05-21	IJ	Ramadan
2018-05-21	KLZ	Ramadan
2018-05-21	QRSTY	Ramadan
2018-05-22	ABEF	Ramadan
2018-05-22	CDGH	Ramadan
2018-05-22	IJ	Ramadan
2018-05-22	KLZ	Ramadan
2018-05-22	QRSTY	Ramadan
2018-05-23	ABEF	Ramadan
2018-05-23	CDGH	Ramadan
2018-05-23	IJ	Ramadan
2018-05-23	KLZ	Ramadan
2018-05-23	QRSTY	Ramadan
2018-05-24	ABEF	Ramadan
2018-05-24	CDGH	Ramadan
2018-05-24	IJ	Ramadan
2018-05-24	KLZ	Ramadan
2018-05-24	QRSTY	Ramadan
2018-05-25	ABEF	Ramadan
2018-05-25	CDGH	Ramadan
2018-05-25	IJ	Ramadan
2018-05-25	KLZ	Ramadan
2018-05-25	QRSTY	Ramadan
2018-05-26	ABEF	Ramadan
2018-05-26	CDGH	Ramadan
2018-05-26	IJ	Ramadan
2018-05-26	KLZ	Ramadan
2018-05-26	QRSTY	Ramadan
2018-05-27	ABEF	Ramadan
2018-05-27	CDGH	Ramadan
2018-05-27	IJ	Ramadan
2018-05-27	KLZ	Ramadan
2018-05-27	QRSTY	Ramadan
2018-05-28	ABEF	Ramadan
2018-05-28	CDGH	Ramadan
2018-05-28	IJ	Ramadan
2018-05-28	KLZ	Ramadan
2018-05-28	QRSTY	Ramadan
2018-05-29	ABEF	Ramadan
2018-05-29	CDGH	Ramadan
2018-05-29	IJ	Ramadan
2018-05-29	KLZ	Ramadan
2018-05-29	QRSTY	Ramadan
2018-05-30	ABEF	Ramadan
2018-05-30	CDGH	Ramadan
2018-05-30	IJ	Ramadan
2018-05-30	KLZ	Ramadan
2018-05-30	QRSTY	Ramadan
2018-05-31	ABEF	Ramadan
2018-05-31	CDGH	Ramadan
2018-05-31	IJ	Ramadan
2018-05-31	KLZ	Ramadan
2018-05-31	QRSTY	Ramadan
2018-06-01	ABEF	Ramadan
2018-06-01	CDGH	Ramadan
2018-06-01	IJ	Ramadan
2018-06-01	KLZ	Ramadan
2018-06-01	QRSTY	Ramadan
2018-06-02	ABEF	Ramadan
2018-06-02	CDGH	Ramadan
2018-06-02	IJ	Ramadan
2018-06-02	KLZ	Ramadan
2018-06-02	QRSTY	Ramadan
2018-06-03	ABEF	Ramadan
2018-06-03	CDGH	Ramadan
2018-06-03	IJ	Ramadan
2018-06-03	KLZ	Ramadan
2018-06-03	QRSTY	Ramadan
2018-06-04	ABEF	Ramadan
2018-06-04	CDGH	Ramadan
2018-06-04	IJ	Ramadan
2018-06-04	KLZ	Ramadan
2018-06-04	QRSTY	Ramadan
2018-06-05	ABEF	Ramadan
2018-06-05	CDGH	Ramadan
2018-06-05	IJ	Ramadan
2018-06-05	KLZ	Ramadan
2018-06-05	QRSTY	Ramadan
2018-06-06	ABEF	Ramadan
2018-06-06	CDGH	Ramadan
2018-06-06	IJ	Ramadan
2018-06-06	KLZ	Ramadan
2018-06-06	QRSTY	Ramadan
2018-06-07	ABEF	Ramadan
2018-06-07	CDGH	Ramadan
2018-06-07	IJ	Ramadan
2018-06-07	KLZ	Ramadan
2018-06-07	QRSTY	Ramadan
2018-06-08	ABEF	Ramadan
2018-06-08	CDGH	Ramadan
2018-06-08	IJ	Ramadan
2018-06-08	KLZ	Ramadan
2018-06-08	QRSTY	Ramadan
2018-06-09	ABEF	Ramadan
2018-06-09	CDGH	Ramadan
2018-06-09	IJ	Ramadan
2018-06-09	KLZ	Ramadan
2018-06-09	QRSTY	Ramadan
2018-06-10	ABEF	Ramadan
2018-06-10	CDGH	Ramadan
2018-06-10	IJ	Ramadan
2018-06-10	KLZ	Ramadan
2018-06-10	QRSTY	Ramadan
2018-06-11	ABEF	Ramadan
2018-06-11	CDGH	Ramadan
2018-06-11	IJ	Ramadan
2018-06-11	KLZ	Ramadan
2018-06-11	QRSTY	Ramadan
2018-06-12	ABEF	Ramadan
2018-06-12	CDGH	Ramadan
2018-06-12	IJ	Ramadan
2018-06-12	KLZ	Ramadan
2018-06-12	QRSTY	Ramadan
2018-06-13	ABEF	Ramadan
2018-06-13	CDGH	Ramadan
2018-06-13	IJ	Ramadan
2018-06-13	KLZ	Ramadan
2018-06-13	QRSTY	Ramadan
2018-06-14	ABEF	Ramadan
2018-06-14	CDGH	Ramadan
2018-06-14	IJ	Ramadan
2018-06-14	KLZ	Ramadan
2018-06-14	QRSTY	Ramadan
2018-06-15	ABEF	Mid
2018-06-15	CDGH	Mid
2018-06-15	IJ	Low
2018-06-15	KLZ	Mid
2018-06-15	QRSTY	Low
2018-06-16	ABEF	Mid
2018-06-16	CDGH	Mid
2018-06-16	IJ	Low
2018-06-16	KLZ	Mid
2018-06-16	QRSTY	Low
2018-06-17	ABEF	Mid
2018-06-17	CDGH	Mid
2018-06-17	IJ	Low
2018-06-17	KLZ	Mid
2018-06-17	QRSTY	Low
2018-06-18	ABEF	Mid
2018-06-18	CDGH	Mid
2018-06-18	IJ	Low
2018-06-18	KLZ	Mid
2018-06-18	QRSTY	Low
2018-06-19	ABEF	Mid
2018-06-19	CDGH	Mid
2018-06-19	IJ	Low
2018-06-19	KLZ	Mid
2018-06-19	QRSTY	Low
2018-06-20	ABEF	Mid
2018-06-20	CDGH	Mid
2018-06-20	IJ	Low
2018-06-20	KLZ	Mid
2018-06-20	QRSTY	Low
2018-06-21	ABEF	Mid
2018-06-21	CDGH	Mid
2018-06-21	IJ	Low
2018-06-21	KLZ	Mid
2018-06-21	QRSTY	Low
2018-06-22	ABEF	Mid
2018-06-22	CDGH	Mid
2018-06-22	IJ	Low
2018-06-22	KLZ	Mid
2018-06-22	QRSTY	Low
2018-06-23	ABEF	Mid
2018-06-23	CDGH	Mid
2018-06-23	IJ	Low
2018-06-23	KLZ	Mid
2018-06-23	QRSTY	Low
2018-06-24	ABEF	Mid
2018-06-24	CDGH	Mid
2018-06-24	IJ	Low
2018-06-24	KLZ	Mid
2018-06-24	QRSTY	Low
2018-06-25	ABEF	Mid
2018-06-25	CDGH	Mid
2018-06-25	IJ	Low
2018-06-25	KLZ	Mid
2018-06-25	QRSTY	Low
2018-06-26	ABEF	Mid
2018-06-26	CDGH	Mid
2018-06-26	IJ	Low
2018-06-26	KLZ	Mid
2018-06-26	QRSTY	Low
2018-06-27	ABEF	Mid
2018-06-27	CDGH	Mid
2018-06-27	IJ	Low
2018-06-27	KLZ	Mid
2018-06-27	QRSTY	Low
2018-06-28	ABEF	Mid
2018-06-28	CDGH	Mid
2018-06-28	IJ	Low
2018-06-28	KLZ	Mid
2018-06-28	QRSTY	Low
2018-06-29	ABEF	Mid
2018-06-29	CDGH	Mid
2018-06-29	IJ	Low
2018-06-29	KLZ	Mid
2018-06-29	QRSTY	Low
2018-06-30	ABEF	Mid
2018-06-30	CDGH	Mid
2018-06-30	IJ	Low
2018-06-30	KLZ	Mid
2018-06-30	QRSTY	Low
2018-07-01	ABEF	Low
2018-07-01	CDGH	Low
2018-07-01	IJ	Low
2018-07-01	KLZ	Low
2018-07-01	QRSTY	Low
2018-07-02	ABEF	Low
2018-07-02	CDGH	Low
2018-07-02	IJ	Low
2018-07-02	KLZ	Low
2018-07-02	QRSTY	Low
2018-07-03	ABEF	Low
2018-07-03	CDGH	Low
2018-07-03	IJ	Low
2018-07-03	KLZ	Low
2018-07-03	QRSTY	Low
2018-07-04	ABEF	Low
2018-07-04	CDGH	Low
2018-07-04	IJ	Low
2018-07-04	KLZ	Low
2018-07-04	QRSTY	Low
2018-07-05	ABEF	Low
2018-07-05	CDGH	Low
2018-07-05	IJ	Low
2018-07-05	KLZ	Low
2018-07-05	QRSTY	Low
2018-07-06	ABEF	Low
2018-07-06	CDGH	Low
2018-07-06	IJ	Low
2018-07-06	KLZ	Low
2018-07-06	QRSTY	Low
2018-07-07	ABEF	Low
2018-07-07	CDGH	Low
2018-07-07	IJ	Low
2018-07-07	KLZ	Low
2018-07-07	QRSTY	Low
2018-07-08	ABEF	Low
2018-07-08	CDGH	Low
2018-07-08	IJ	Low
2018-07-08	KLZ	Low
2018-07-08	QRSTY	Low
2018-07-09	ABEF	Low
2018-07-09	CDGH	Low
2018-07-09	IJ	Low
2018-07-09	KLZ	Low
2018-07-09	QRSTY	Low
2018-07-10	ABEF	Low
2018-07-10	CDGH	Low
2018-07-10	IJ	Low
2018-07-10	KLZ	Low
2018-07-10	QRSTY	Low
2018-07-11	ABEF	Low
2018-07-11	CDGH	Low
2018-07-11	IJ	Low
2018-07-11	KLZ	Low
2018-07-11	QRSTY	Low
